Text,Target,intent
"is it possible to change oil, if so how and what do i use",3,oil_change_how
what oil do i use when changing oil and how do i do it,3,oil_change_how
how would i replace my oil and what sort of oil should i use,3,oil_change_how
"can you change the oil, with what and how",3,oil_change_how
how could i replace my oil and what form of oil ought to i take advantage of,3,oil_change_how
can you tell me how to change my oil please,3,oil_change_how
how do i change my oil,3,oil_change_how
please let me know how to change the oil,3,oil_change_how
i need to know how to change oil in a car,3,oil_change_how
"i'd like to make a reservation at rooth chris, can you do that",23,restaurant_reservation
make a reservation for chik-fil-a at 3 o' clock please,23,restaurant_reservation
reserve a table for 3 at 7 for olive garden,23,restaurant_reservation
will you reserve a table at olive garden for 3 people at 7,23,restaurant_reservation
"at 7, i need a table for 3 at olive garden",23,restaurant_reservation
i need a table for 3 at olive garden for 7,23,restaurant_reservation
get a table for me at 7 for 3 people at olive garden,23,restaurant_reservation
reserve table for 5 at red robin under the name sara at 3,23,restaurant_reservation
reverse a table for 5 at burger king under the name sara at 6,23,restaurant_reservation
can you reserve a table for 6 at red robin under the name mavrick at 5 clock,23,restaurant_reservation
could you reserve table for 3 at carlos jr under the name adam at 4,23,restaurant_reservation
i want to reserve table for 5 at red robin under the name sara at 5,23,restaurant_reservation
i need a table for two at the havana at nine,23,restaurant_reservation
look for me a table at carl's cabin for twelve at eight,23,restaurant_reservation
i need a table at gemma for nine at two,23,restaurant_reservation
book me a table for three at rainforest cafe at seven,23,restaurant_reservation
get me a table for five at itta bena at three,23,restaurant_reservation
"5 people are going to be at tropicana by 8pm, reserve the table under martins name please",23,restaurant_reservation
use martins name to reserve a table at tropicana for 5 people at 8pm,23,restaurant_reservation
reserve a table at tropicana for 5 people under the name martins for 8pm,23,restaurant_reservation
martins needs a table for 5 people at tropicana at 8pm precisely,23,restaurant_reservation
the table should be reserved at 8pm at tropicana using martins name and it should be for 5 people,23,restaurant_reservation
are there any open reservations at outback tonight,23,restaurant_reservation
make a reservation for 2 tonight at 7:00 at outback steakhouse,23,restaurant_reservation
michael will reserve a table for two at 7:00pm for olive garden,23,restaurant_reservation
a table for two needs to be reserved for 7:00pm at olive garden using the name michael,23,restaurant_reservation
please reserve a table for two at olive garden at 7:00pm for michael,23,restaurant_reservation
get reservations at olive garden for two at 7:00pm under michael,23,restaurant_reservation
reservations for two need to be made using michael's name for 7:00pm at olive garden,23,restaurant_reservation
i want to eat at seven in the restaurant for two people,23,restaurant_reservation
what are my coffers at,35,balance
tell me the current balance of my bank accounts,35,balance
what's my current bank account total,35,balance
how much do i have in my bank accounts,35,balance
what's the balance in my bank accounts,35,balance
what do i have in my bank accounts right now,35,balance
is there enough in my wells fargo account to buy some nike's,35,balance
do i have enough in my wells fargo account to get some nike's,35,balance
do i have money in my wells fargo account for nike's,35,balance
"i want some nike's, is there enough in my wells fargo account",35,balance
check my wells fargo account to see if i have enough for these nike's,35,balance
would you tell me my bank balance,35,balance
can you tell me my bank balance,35,balance
will you let me know my bank balance,35,balance
will you tell me my bank balance,35,balance
how much money is there in my bank accounts,35,balance
how much money do i have in my various bank accounts,35,balance
how much cash do i have in my various bank accounts,35,balance
how much cash do i have in my bank accounts,35,balance
how much dough do i have in my bank accounts,35,balance
